test,department,origin_rule,origin,n
aPTT,GOZ HASTALIKLARI POL. - 1 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,8
aPTT,KULAK BURUN BOGAZ HASTALIKLARI -18 (GNL 2.KAT),R5_numarali_brans_birimi,Outpatient,8
aPTT,COCUK KARDIYOLOJI - 1,R5_numarali_brans_birimi,Outpatient,7
aPTT,KULAK BURUN BOGAZ (MESAI DISI POLIKLINIGI),R3_poliklinik_muayene,Outpatient,7
aPTT,ORTOPEDI POL. - 7 (ONK),R3_poliklinik_muayene,Outpatient,7
aPTT,YESIL ACIL MUAYENE-1,R2_acil,Outpatient,7
aPTT,BEYIN CERRAHI POL. - 1 (GNL),R3_poliklinik_muayene,Outpatient,6
aPTT,COCUK IMMUNOLOJI VE ALERJI POL. - 2 (KD 2.KAT),R3_poliklinik_muayene,Outpatient,6
aPTT,COCUK ROMATOLOJI POL. - 1,R3_poliklinik_muayene,Outpatient,6
aPTT,GOGUS CERRAHISI - 2 (KD),R5_numarali_brans_birimi,Outpatient,6
aPTT,UROLOJI POL. -2 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,6
aPTT,COCUK NOROLOJI POL. -1 (2.KAT),R3_poliklinik_muayene,Outpatient,5
aPTT,TIBBI RETINA CERRAHI -5 (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,5
aPTT,UROLOJI POL. -6 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,5
aPTT,ACIL KIRMIZI ALAN,R2_acil,Outpatient,4
aPTT,BEYIN CERRAHI POL. - 5 (GNL),R3_poliklinik_muayene,Outpatient,4
aPTT,DERMATOLOJI - 6,R5_numarali_brans_birimi,Outpatient,4
aPTT,FTR MUAYENE ODASI 1,R3_poliklinik_muayene,Outpatient,4
aPTT,GOZ HASTALIKLARI POL. - 3 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,4
aPTT,KADIN HASTALIKLARI VE DOGUM POL. - 6 (KD 1.KAT),R3_poliklinik_muayene,Outpatient,4
aPTT,KULAK BURUN BOGAZ HASTALIKLARI -19 (GNL 2.KAT),R5_numarali_brans_birimi,Outpatient,4
aPTT,UROLOJI POL. -1 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,4
aPTT,BEYIN CERRAHI POL. - 6 (GNL),R3_poliklinik_muayene,Outpatient,3
aPTT,COCUK IMMUNOLOJI VE ALERJI POL. - 3 (KD 2.KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,COCUK NOROLOJI POL. -2 (2.KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,DERMATOLOJI - 7,R5_numarali_brans_birimi,Outpatient,3
aPTT,EVDE SAGLIK POLIKLINIGI,R3_poliklinik_muayene,Outpatient,3
aPTT,GASTROENTOLOJI POL. - 2 (MH 1.KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,GENEL CERRAHI POL. - 1 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,GENEL CERRAHI POL. - 7 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,GOZ HASTALIKLARI POL. - 10 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,GOZ HASTALIKLARI POL. - 6 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,3
aPTT,TIBBI RETINA -2 (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,3
aPTT,ACIL COCUK SAGLIGI VE HAST. POL,R2_acil,Outpatient,2
aPTT,ACIL GOZLEM ODASI - 5,R2_acil,Outpatient,2
aPTT,AILE HEKIMLIGI POL. - 4,R3_poliklinik_muayene,Outpatient,2
aPTT,ALGOLOJI POL. - 1 (MH 1.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,BEYIN CERRAHI POL. -2 (GNL),R3_poliklinik_muayene,Outpatient,2
aPTT,COCUK ACIL SARI MUAYENE,R2_acil,Outpatient,2
aPTT,COCUK ACIL YESIL ALAN-3,R2_acil,Outpatient,2
aPTT,COCUK ADOLESEN POL. - 1 (KD 2.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,COCUK IMMUNOLOJI VE ALERJI POL. - 5 (KD 2.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,DERMATOLOJI - 16,R5_numarali_brans_birimi,Outpatient,2
aPTT,DERMATOLOJI - 4,R5_numarali_brans_birimi,Outpatient,2
aPTT,FTR MUAYENE ODASI 2,R3_poliklinik_muayene,Outpatient,2
aPTT,GASTROENTOLOJI POL. - 1 (MH 1.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GENEL CERRAHI POL. - 6 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GENEL CERRAHI POL. - 8 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GOZ HASTALIKLARI POL. - 5 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GOZ HASTALIKLARI POL. - 8 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GOZ HASTALIKLARI POL. - 9 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,GOZ HASTALIKLARI POL. -18(ONK 3. KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,ORTOPEDI POL. - 12 (ONK),R3_poliklinik_muayene,Outpatient,2
aPTT,TIBBI RETINA (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,2
aPTT,UROLOJI POL. -4 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,UROLOJI POL. -5 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,UROLOJI POL. -7 (ONK 2.KAT),R3_poliklinik_muayene,Outpatient,2
aPTT,UROLOJI POL. 1 (MESAI DISI POLIKLINIGI),R3_poliklinik_muayene,Outpatient,2
aPTT,ACIL GOZLEM ODASI - 7,R2_acil,Outpatient,1
aPTT,ACIL TRAVMA,R2_acil,Outpatient,1
aPTT,AILE HEKIMLIGI POL. - 3,R3_poliklinik_muayene,Outpatient,1
aPTT,AILE HEKIMLIGI POL. - 5,R3_poliklinik_muayene,Outpatient,1
aPTT,AILE HEKIMLIGI POL. -1,R3_poliklinik_muayene,Outpatient,1
aPTT,AILE HEKIMLIGI POL. -2,R3_poliklinik_muayene,Outpatient,1
aPTT,AYAKTAN FIZIK TEDAVI POLIKLINIGI,R3_poliklinik_muayene,Outpatient,1
aPTT,COCUK ACIL SARI MUAYENE - 2,R2_acil,Outpatient,1
aPTT,COCUK GENETIK POL. - 1 (KD 2.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,COCUK PSIKIYATRI POL. -11 (FTR),R3_poliklinik_muayene,Outpatient,1
aPTT,COCUK PSIKIYATRI POL. -8 (1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,DAHILIYE - 10 (MH),R5_numarali_brans_birimi,Outpatient,1
aPTT,DAHILIYE - 13 (MH),R5_numarali_brans_birimi,Outpatient,1
aPTT,DERMATOLOJI - 1,R5_numarali_brans_birimi,Outpatient,1
aPTT,DERMATOLOJI - 14,R5_numarali_brans_birimi,Outpatient,1
aPTT,DERMATOLOJI - 18,R5_numarali_brans_birimi,Outpatient,1
aPTT,ENFEKSIYON HASTALIKLARI POL. -3 (ZEMIN KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GASTROENTOLOJI POL. - 4 (MH 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GEBE POL 1 (KD 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GEBE POL 2(KD 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GENEL CERRAHI POL. - 2 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GENEL CERRAHI POL. - 4 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GENEL CERRAHI POL. - 5 (GNL 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. - 12 (ONK 3. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. - 13 (ONK 3. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. - 14 (ONK 3. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. - 4 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. - 7 (ONK 1. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,GOZ HASTALIKLARI POL. -17(ONK 3. KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,INFERTILITE POL. - 1 (KD 1.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,JINEKOLOJIK ONK. CERRAHI POL. - 2 (ONK),R3_poliklinik_muayene,Outpatient,1
aPTT,KARDIYOLOJI POL. - 3 (KD),R3_poliklinik_muayene,Outpatient,1
aPTT,KATARAKT-2,R5_numarali_brans_birimi,Outpatient,1
aPTT,LASER GLOKOM (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,1
aPTT,ORTOPEDI POL. - 10 (ONK),R3_poliklinik_muayene,Outpatient,1
aPTT,SES POLIKLINIGI (MP5.2.KAT),R3_poliklinik_muayene,Outpatient,1
aPTT,STOMA VE KRONIK YARA POLIKLINIK,R3_poliklinik_muayene,Outpatient,1
aPTT,TIBBI RETINA -4 (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,1
aPTT,UVEA NOROOFAL (ONK 1.KAT),R5_numarali_brans_birimi,Outpatient,1
aPTT,COCUK NOROLOJI (SK),R0_unresolved_SK,Unclassified,3
